ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07690;2024-01-26T04:00:00+01:00;102520;-10.0;6;330;4.7;281.65;278.25;79;20000.0;2;2;2;90.0;7;800.0;35;;;102200.0;;;-130.0;;;;;280.15;;;6.1;6.2;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;7.0;6;700.0;;;;;;;;;;43.648833, 7.209;NICE;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;8.5;;;;;7.0;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;1
07690;2024-06-06T08:00:00+02:00;101840;70.0;1;330;2.5;293.65;288.65;73;30000.0;1;2;2;60.0;5;800.0;35;20;10;101530.0;;;180.0;291.75;;294.35;;290.95;;;4.1;5.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;-0.1;;;;;5.0;6;840.0;;;;;;;;;;43.648833, 7.209;NICE;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;20.5;18.600000000000023;;21.200000000000045;;17.80000000000001;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2024-06-11T14:00:00+02:00;100970;40.0;3;180;3.9;297.15;290.45;66;30000.0;1;1;1;50.0;2;800.0;38;20;12;100670.0;;;410.0;;;;;291.95;;;5.8;6.6;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;8;660.0;1.0;6;1800.0;3.0;0;8000.0;;;;43.648833, 7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;Dans l’ensemble, nuages se dissipant ou devenant moins épais;24.0;;;;;18.80000000000001;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2024-06-12T05:00:00+02:00;100950;0.0;0;330;3.2;290.95;286.65;76;40000.0;3;1;1;60.0;2;450.0;35;23;11;100640.0;;;330.0;;;;;290.35;;;5.7;5.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;6;500.0;4.0;3;5000.0;3.0;0;8000.0;;;;43.648833, 7.209;NICE;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;Nuages en formation ou en train de se développer;17.80000000000001;;;;;17.200000000000045;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2024-06-28T11:00:00+02:00;101770;180.0;1;130;2.2;296.25;292.65;80;20000.0;3;2;2;90.0;7;800.0;35;;;101470.0;;;490.0;;;;;294.95;;;3.1;3.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;7.0;6;630.0;;;;;;;;;;43.648833, 7.209;NICE;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;23.100000000000023;;;;;21.80000000000001;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2024-06-28T20:00:00+02:00;101650;-80.0;6;100;3.1;296.35;292.95;81;30000.0;1;0;0;50.0;0;;30;20;11;101350.0;;;270.0;295.45;;298.45;;298.65;;;4.2;4.2;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;4.0;0;8000.0;;;;;;;;;;43.648833, 7.209;NICE;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;23.200000000000045;22.30000000000001;;25.30000000000001;;25.5;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2024-07-01T11:00:00+02:00;101200;-20.0;5;130;4.4;296.25;292.85;81;20000.0;1;2;2;90.0;4;450.0;35;23;12;100900.0;;;-50.0;;;;;294.55;;;5.3;5.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;6;500.0;4.0;6;700.0;5.0;3;4300.0;7;0;8000.0;43.648833, 7.209;NICE;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;23.100000000000023;;;;;21.400000000000034;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;7
07690;2024-07-01T14:00:00+02:00;101170;-30.0;5;120;6.1;297.55;292.85;75;20000.0;1;2;2;90.0;5;;35;20;12;100870.0;;;-30.0;;;;;294.55;;;7.3;7.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;5.0;6;810.0;7.0;0;7000.0;;;;;;;43.648833, 7.209;NICE;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;24.400000000000034;;;;;21.400000000000034;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;7
07690;2024-06-22T17:00:00+02:00;101020;-200.0;7;110;4.5;296.25;290.45;70;40000.0;3;2;2;75.0;1;;35;20;12;100720.0;;;-370.0;;;;;291.85;;;5.7;5.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;6;1100.0;1.0;0;7000.0;5.0;0;8000.0;;;;43.648833, 7.209;NICE;En baisse;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;23.100000000000023;;;;;18.700000000000045;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2024-06-13T17:00:00+02:00;101610;10.0;1;210;5.7;295.75;287.55;60;40000.0;3;0;0;10.0;1;800.0;35;23;11;101310.0;;;530.0;;;;;289.65;;;7.7;8.8;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;-0.1;;;;;1.0;6;800.0;1.0;3;3000.0;1.0;0;8000.0;;;;43.648833, 7.209;NICE;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;22.600000000000023;;;;;16.5;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2024-06-17T05:00:00+02:00;101510;20.0;3;320;3.4;290.95;286.65;76;40000.0;3;0;0;10.0;1;800.0;35;20;11;101200.0;;;440.0;;;;;290.25;;;4.2;4.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;6;600.0;1.0;0;6500.0;;;;;;;43.648833, 7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;17.80000000000001;;;;;17.100000000000023;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2024-06-17T08:00:00+02:00;101630;120.0;3;320;3.0;293.45;287.35;68;40000.0;2;0;0;25.0;2;450.0;35;20;10;101320.0;;;540.0;290.35;;295.35;;289.85;;;5.3;5.5;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;6;550.0;;;;;;;;;;43.648833, 7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;20.30000000000001;17.200000000000045;;22.200000000000045;;16.700000000000045;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2023-11-27T19:00:00+01:00;100410;-230.0;8;320;4.0;283.65;276.85;63;30000.0;3;2;2;100.0;7;2700.0;30;27;;100100.0;;;-960.0;280.15;;286.45;;279.55;;;5.6;5.6;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;3;2700.0;7.0;3;3300.0;;;;;;;43.648833, 7.209;NICE;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;10.5;7.0;;13.300000000000011;;6.400000000000034;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;11
07690;2023-11-28T10:00:00+01:00;99690;130.0;2;280;8.4;288.75;274.45;38;50000.0;3;0;0;10.0;1;;30;27;10;99380.0;;;-1570.0;;;;;278.95;;;12.8;12.9;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;-0.1;;;;;1.0;3;4000.0;;;;;;;;;;43.648833, 7.209;NICE;En hausse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;15.600000000000023;;;;;5.800000000000011;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;11
07690;2023-11-29T10:00:00+01:00;100630;200.0;3;330;6.0;282.95;269.25;38;50000.0;2;0;0;0.0;0;;30;20;10;100320.0;;;940.0;;;;;278.75;;;7.9;8.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.648833, 7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;9.800000000000011;;;;;5.600000000000023;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;11
07690;2023-12-03T01:00:00+01:00;100980;340.0;2;340;5.3;281.05;269.85;45;50000.0;2;0;0;0.0;0;;30;20;10;100660.0;;;1670.0;;;;;278.35;;;7.4;7.8;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.648833, 7.209;NICE;En hausse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;7.900000000000034;;;;;5.2000000000000455;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;12
07690;2023-12-07T10:00:00+01:00;101890;90.0;0;330;6.3;280.75;270.15;47;50000.0;2;0;0;25.0;0;;30;20;11;101570.0;;;660.0;;;;;276.15;;;8.4;8.9;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;0;8000.0;;;;;;;;;;43.648833, 7.209;NICE;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;7.600000000000023;;;;;3.0;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;12
07690;2023-12-10T10:00:00+01:00;101590;240.0;3;320;3.1;284.45;281.15;80;40000.0;2;0;0;25.0;1;450.0;35;20;11;101270.0;;;-230.0;;;;;278.75;;;5.1;7.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;6;500.0;1.0;0;8000.0;;;;;;;43.648833, 7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;11.300000000000011;;;;;5.600000000000023;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;12
07690;2024-04-10T11:00:00+02:00;101600;100.0;3;330;2.9;289.35;280.55;56;40000.0;3;1;1;75.0;1;800.0;35;28;10;101290.0;;;-10.0;;;;;283.05;;;5.1;5.9;-10.0;1;0.0;;;0.0;0.0;-0.1;15.4;16.0;;;;;1.0;6;900.0;3.0;3;3000.0;3.0;3;3400.0;;;;43.648833, 7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;Nuages en formation ou en train de se développer;16.200000000000045;;;;;9.900000000000034;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;4
07690;2024-04-06T11:00:00+02:00;102590;100.0;1;100;2.4;289.25;284.85;75;30000.0;1;2;2;90.0;1;800.0;35;20;12;102280.0;;;110.0;;;;;284.15;;;3.5;3.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;6;600.0;6.0;0;8000.0;;;;;;;43.648833, 7.209;NICE;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;16.100000000000023;;;;;11.0;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;4
07690;2024-05-27T17:00:00+02:00;101720;-170.0;8;150;1.7;293.35;289.55;79;40000.0;1;2;2;100.0;3;450.0;35;23;12;101410.0;;;-140.0;;;;;289.75;;;4.2;4.2;-10.0;0;0.0;;;0.0;-0.1;-0.1;-0.1;-0.1;;;;;1.0;6;510.0;1.0;6;1000.0;4.0;3;3500.0;8;0;8000.0;43.648833, 7.209;NICE;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;20.200000000000045;;;;;16.600000000000023;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;5
07690;2024-05-26T08:00:00+02:00;101840;120.0;1;340;1.7;291.35;286.25;72;30000.0;3;0;0;25.0;1;450.0;35;20;11;101530.0;;;170.0;288.85;;292.75;;288.35;;;3.3;3.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;6;360.0;2.0;0;8000.0;;;;;;;43.648833, 7.209;NICE;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;18.200000000000045;15.700000000000045;;19.600000000000023;;15.200000000000045;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;5
07690;2024-04-21T08:00:00+02:00;101450;-10.0;6;320;5.3;284.45;273.85;48;50000.0;1;0;0;10.0;1;;30;23;10;101130.0;;;560.0;283.45;;288.95;;282.75;;;7.7;7.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;3;3300.0;;;;;;;;;;43.648833, 7.209;NICE;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;11.300000000000011;10.300000000000011;;15.800000000000011;;9.600000000000023;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;4
07690;2024-07-06T02:00:00+02:00;101390;-50.0;7;330;2.8;294.25;290.45;79;30000.0;2;0;0;0.0;0;;30;20;10;101090.0;;;110.0;;;;;293.55;;;3.7;4.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.648833, 7.209;NICE;En baisse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;21.100000000000023;;;;;20.400000000000034;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;7
07690;2025-06-30T05:00:00+02:00;101610;-20.0;7;50;3.1;301.05;293.35;63;40000.0;1;0;0;10.0;1;3300.0;30;23;10;101310.0;;;-320.0;;;;;299.95;;;4.2;6.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;3;3300.0;;;;;;;;;;43.648833, 7.209;NICE;En baisse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;27.900000000000034;;;;;26.80000000000001;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;6
07690;2025-08-14T17:00:00+02:00;101540;30.0;0;350;13.0;304.25;285.65;32;30000.0;2;2;2;75.0;1;1750.0;39;20;12;101250.0;;;30.0;;;;;298.95;;;19.9;19.9;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;6.0;0;6000.0;1.0;9;1500.0;;;;;;;43.648833, 7.209;NICE;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;31.100000000000023;;;;;25.80000000000001;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;8
07690;2025-08-15T02:00:00+02:00;101690;110.0;3;330;2.7;301.15;285.95;39;5070.0;1;0;0;0.0;0;;30;20;10;101390.0;;;250.0;;;;;299.75;;;4.8;5.4;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;-0.1;;;;;;;;;;;;;;;;;43.648833, 7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;28.0;;;;;26.600000000000023;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;8
07690;2025-05-12T23:00:00+02:00;101180;20.0;3;330;3.2;289.25;285.65;79;40000.0;2;0;0;0.0;0;;30;20;10;100870.0;;;-120.0;;;;;288.05;;;4.6;6.4;-10.0;0;0.0;;;0.0;-0.1;-0.1;-0.1;3.0;;;;;;;;;;;;;;;;;43.648833, 7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;16.100000000000023;;;;;14.900000000000034;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;5
07690;2025-05-04T23:00:00+02:00;100540;-110.0;6;320;3.4;289.35;287.75;90;30000.0;1;2;2;90.0;7;;35;;;100230.0;;;-1020.0;;;;;289.35;;;5.0;5.2;-10.0;2;0.0;;;0.0;0.6;4.6;7.0;7.4;;;;;5.0;6;1200.0;7.0;6;1700.0;;;;;;;43.648833, 7.209;NICE;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;16.200000000000045;;;;;16.200000000000045;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;5
07690;2025-05-10T11:00:00+02:00;101880;70.0;3;160;3.2;292.55;285.75;65;40000.0;3;0;0;40.0;3;;30;23;10;101570.0;;;480.0;;;;;286.85;;;4.1;5.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;3.0;3;3100.0;;;;;;;;;;43.648833, 7.209;NICE;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;19.400000000000034;;;;;13.700000000000045;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;5
07690;2025-05-10T23:00:00+02:00;101640;-40.0;6;330;3.0;290.05;282.95;63;40000.0;2;0;0;25.0;0;;30;20;11;101330.0;;;-60.0;;;;;288.85;;;3.9;4.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;0;8000.0;;;;;;;;;;43.648833, 7.209;NICE;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;16.900000000000034;;;;;15.700000000000045;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;5
07690;2025-08-06T23:00:00+02:00;101760;130.0;1;30;1.2;298.85;291.55;64;40000.0;1;0;0;0.0;0;;30;20;10;101460.0;;;30.0;;;;;297.55;;;2.2;3.6;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.648833, 7.209;NICE;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;25.700000000000045;;;;;24.400000000000034;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;8
07690;2025-08-01T23:00:00+02:00;101060;40.0;2;80;5.8;297.45;293.35;78;40000.0;2;0;0;40.0;1;800.0;35;20;11;100760.0;;;-420.0;;;;;297.15;;;7.2;7.2;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;6;600.0;3.0;0;7000.0;;;;;;;43.648833, 7.209;NICE;En hausse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;24.30000000000001;;;;;24.0;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;8
07690;2025-07-12T05:00:00+02:00;101340;-30.0;8;330;4.2;293.65;284.25;55;50000.0;2;0;0;0.0;0;;30;20;10;101040.0;;;-170.0;;;;;293.35;;;6.1;6.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.648833, 7.209;NICE;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;20.5;;;;;20.200000000000045;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;7
07690;2025-07-08T08:00:00+02:00;100660;110.0;2;340;3.1;297.65;278.95;30;50000.0;2;0;0;0.0;0;;30;20;10;100360.0;;;280.0;294.05;;302.85;;291.25;;;4.5;6.9;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.648833, 7.209;NICE;En hausse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;24.5;20.900000000000034;;29.700000000000045;;18.100000000000023;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;7
07690;2025-07-14T11:00:00+02:00;101880;60.0;1;140;2.7;298.55;292.45;69;40000.0;2;0;0;25.0;2;800.0;35;20;10;101580.0;;;650.0;;;;;294.05;;;4.5;4.5;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;6;630.0;;;;;;;;;;43.648833, 7.209;NICE;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;25.400000000000034;;;;;20.900000000000034;43.648833;7.209;2;Nice;06088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;06;Provence-Alpes-Côte d'Azur;93;7
